provider,state,county,facility_id,facility_name,phone,in_state,per_min
securus,CA,,5249,SAN BERNARDINO COUNTY - BARSTOW STATION JAIL,5033784582,FALSE,0.07
securus,CA,,5246,SAN BERNARDINO COUNTY - BIG BEAR STATION JAIL,5033784582,FALSE,0.07
securus,CA,,5246,SAN BERNARDINO COUNTY - BIG BEAR STATION JAIL,9165883160,TRUE,0.07
securus,CA,,7092,SAN BERNARDINO COUNTY - CENTRAL DETENTION FACILITY,9165883160,TRUE,0.07
securus,CA,,7092,SAN BERNARDINO COUNTY - CENTRAL DETENTION FACILITY,5033784582,FALSE,0.07
securus,CA,,9165,SAN BERNARDINO COUNTY - COLORADO RIVER JAIL,5033784582,FALSE,0.07
securus,CA,,9165,SAN BERNARDINO COUNTY - COLORADO RIVER JAIL,9165883160,TRUE,0.07
securus,CA,,5247,SAN BERNARDINO COUNTY - GLEN HELEN REHABILIATATION CENTER,9165883160,TRUE,0.07
securus,CA,,5247,SAN BERNARDINO COUNTY - GLEN HELEN REHABILIATATION CENTER,5033784582,FALSE,0.07
securus,CA,,5248,SAN BERNARDINO COUNTY - HIGH DESERT DETENTION FACILTY,5033784582,FALSE,0.07
securus,CA,,5248,SAN BERNARDINO COUNTY - HIGH DESERT DETENTION FACILTY,9165883160,TRUE,0.07
securus,CA,,6999,SAN BERNARDINO COUNTY - MORONGO BASIN STATION JAIL,9165883160,TRUE,0.07
securus,CA,,6999,SAN BERNARDINO COUNTY - MORONGO BASIN STATION JAIL,5033784582,FALSE,0.07
securus,CA,,7660,SAN BERNARDINO COUNTY WEST VALLEY DETENTION CENTER,5033784582,FALSE,0.07
securus,CA,,7660,SAN BERNARDINO COUNTY WEST VALLEY DETENTION CENTER,9165883160,TRUE,0.07
securus,CA,,5650,SAN JOAQUIN COUNTY JAIL,9165883160,TRUE,0.07
securus,CA,,5650,SAN JOAQUIN COUNTY JAIL,5033784582,FALSE,0.07
securus,CA,,9512,SAN JOAQUIN COUNTY JAIL - BOOKING,5033784582,FALSE,0.07
securus,CA,,9512,SAN JOAQUIN COUNTY JAIL - BOOKING,9165883160,TRUE,0.07
securus,CA,,6606,SUTTER COUNTY SHERIFF'S DEPT,5033784582,FALSE,0.07
securus,CA,,6606,SUTTER COUNTY SHERIFF'S DEPT,9165883160,TRUE,0.07
securus,CA,,3675,TAFT COMMUNITY CORRECTIONAL FACILITY,9165883160,TRUE,0.07
securus,CA,,3675,TAFT COMMUNITY CORRECTIONAL FACILITY,5033784582,FALSE,0.07
securus,CA,,15143,TUOLUMNE COUNTY DAMBACHER DETENTION CENTER,5033784582,FALSE,0.05
securus,CA,,15143,TUOLUMNE COUNTY DAMBACHER DETENTION CENTER,9165883160,TRUE,0.05
securus,CA,,7397,VENTURA COUNTY - EAST VALLEY JAIL,9165883160,TRUE,0.07
securus,CA,,7397,VENTURA COUNTY - EAST VALLEY JAIL,5033784582,FALSE,0.07
securus,CA,,6972,VENTURA COUNTY - PRETRIAL DETENTION FACILITY,5033784582,FALSE,0.07
securus,CA,,6972,VENTURA COUNTY - PRETRIAL DETENTION FACILITY,9165883160,TRUE,0.07
securus,CA,,6744,VENTURA COUNTY - TODD RD JAIL FACILITY,5033784582,FALSE,0.07
securus,CA,,6744,VENTURA COUNTY - TODD RD JAIL FACILITY,9165883160,TRUE,0.07
securus,CO,,5403,AURORA MUNICIPAL COURT ADMINISTRATION,3038662471,TRUE,0.21
securus,CO,,5403,AURORA MUNICIPAL COURT ADMINISTRATION,6092926000,FALSE,0.21
securus,CO,,4540,BROOMFIELD CITY JAIL,6092926000,FALSE,0.18
securus,CO,,4540,BROOMFIELD CITY JAIL,3038662471,TRUE,0.18
securus,CO,,8186,CHAFFEE COUNTY JAIL,3038662471,TRUE,0.12
securus,CO,,8186,CHAFFEE COUNTY JAIL,6092926000,FALSE,0.12
securus,CO,,4983,CLEAR CREEK COUNTY JAIL,6092926000,FALSE,0.21
securus,CO,,4983,CLEAR CREEK COUNTY JAIL,3038662471,TRUE,0.21
securus,CO,,9135,CO DOC - ARKANSAS VALLEY CORRECTIONAL FACILITY (AVCF),3038662471,TRUE,0.005
securus,CO,,9135,CO DOC - ARKANSAS VALLEY CORRECTIONAL FACILITY (AVCF),6092926000,FALSE,0.005
securus,CO,,9412,CO DOC - ARROWHEAD CORRECTIONAL CENTER (ACC/CMC),6092926000,FALSE,0.005
securus,CO,,9412,CO DOC - ARROWHEAD CORRECTIONAL CENTER (ACC/CMC),3038662471,TRUE,0.005
securus,CO,,11534,CO DOC - BENT COUNTY CORRECTIONAL FACILITY (BCCF),3038662471,TRUE,0.005
securus,CO,,11534,CO DOC - BENT COUNTY CORRECTIONAL FACILITY (BCCF),6092926000,FALSE,0.005
securus,CO,,9411,CO DOC - BUENA VISTA CORRECTIONAL FACILITY (BVCF),6092926000,FALSE,0.005
securus,CO,,9411,CO DOC - BUENA VISTA CORRECTIONAL FACILITY (BVCF),3038662471,TRUE,0.005
securus,CO,,9415,CO DOC - CENTENNIAL CORRECTIONAL FACILITY (CCF),6092926000,FALSE,0.005
securus,CO,,9415,CO DOC - CENTENNIAL CORRECTIONAL FACILITY (CCF),3038662471,TRUE,0.005
securus,CO,,9429,CO DOC - CENTENNIAL CORRECTIONAL FACILITY SOUTH (CCFS),3038662471,TRUE,0.005
securus,CO,,9429,CO DOC - CENTENNIAL CORRECTIONAL FACILITY SOUTH (CCFS),6092926000,FALSE,0.005
securus,CO,,9416,CO DOC - COLORADO STATE PENITENTIARY (CSP),3038662471,TRUE,0.005
securus,CO,,9416,CO DOC - COLORADO STATE PENITENTIARY (CSP),6092926000,FALSE,0.005
securus,CO,,9417,CO DOC - COLORADO TERRITORIAL CORRECTIONAL FACILITY (CTCF),3038662471,TRUE,0.005
securus,CO,,9417,CO DOC - COLORADO TERRITORIAL CORRECTIONAL FACILITY (CTCF),6092926000,FALSE,0.005
securus,CO,,11535,CO DOC - CROWLEY COUNTY CORRECTIONAL FACILITY (CCCF),3038662471,TRUE,0.005
securus,CO,,11535,CO DOC - CROWLEY COUNTY CORRECTIONAL FACILITY (CCCF),6092926000,FALSE,0.005
securus,CO,,9418,CO DOC - DELTA CORRECTIONAL CENTER (DCC),6092926000,FALSE,0.005
securus,CO,,9418,CO DOC - DELTA CORRECTIONAL CENTER (DCC),3038662471,TRUE,0.005
securus,CO,,9420,CO DOC - DENVER RECEPTION & DIAGNOSTIC CENTER (DRDC),3038662471,TRUE,0.005
securus,CO,,9420,CO DOC - DENVER RECEPTION & DIAGNOSTIC CENTER (DRDC),6092926000,FALSE,0.005
securus,CO,,9421,CO DOC - DENVER WOMEN'S CORRECTIONAL FACILITY (DWCF),6092926000,FALSE,0.005
securus,CO,,9421,CO DOC - DENVER WOMEN'S CORRECTIONAL FACILITY (DWCF),3038662471,TRUE,0.005
securus,CO,,9413,CO DOC - FOUR MILE CORRECTIONAL CENTER (FMCC/CMC),3038662471,TRUE,0.005
securus,CO,,9413,CO DOC - FOUR MILE CORRECTIONAL CENTER (FMCC/CMC),6092926000,FALSE,0.005
securus,CO,,9422,CO DOC - FREMONT CORRECTIONAL FACILITY (FCF),6092926000,FALSE,0.005
securus,CO,,9422,CO DOC - FREMONT CORRECTIONAL FACILITY (FCF),3038662471,TRUE,0.005
securus,CO,,9423,CO DOC - LAVISTA CORRECTIONAL FACILITY (LVCF),3038662471,TRUE,0.005
securus,CO,,9423,CO DOC - LAVISTA CORRECTIONAL FACILITY (LVCF),6092926000,FALSE,0.005
securus,CO,,9425,CO DOC - LIMON CORRECTIONAL FACILITY (LCF),6092926000,FALSE,0.005
securus,CO,,9425,CO DOC - LIMON CORRECTIONAL FACILITY (LCF),3038662471,TRUE,0.005
securus,CO,,9426,CO DOC - RIFLE CORRECTIONAL CENTER (RCC),3038662471,TRUE,0.005
securus,CO,,9426,CO DOC - RIFLE CORRECTIONAL CENTER (RCC),6092926000,FALSE,0.005
securus,CO,,9424,CO DOC - SAN CARLOS CORRECTIONAL FACILITY (SCCF),6092926000,FALSE,0.005
securus,CO,,9424,CO DOC - SAN CARLOS CORRECTIONAL FACILITY (SCCF),3038662471,TRUE,0.005
securus,CO,,9414,CO DOC - SKYLINE CORRECTIONAL CENTER-THE BEACON (SCC/CMC),3038662471,TRUE,0.005
securus,CO,,9414,CO DOC - SKYLINE CORRECTIONAL CENTER-THE BEACON (SCC/CMC),6092926000,FALSE,0.005
securus,CO,,9427,CO DOC - STERLING CORRECTIONAL FACILITY (SCF),6092926000,FALSE,0.005
securus,CO,,9427,CO DOC - STERLING CORRECTIONAL FACILITY (SCF),3038662471,TRUE,0.005
securus,CO,,9428,CO DOC - TRINIDAD CORRECTIONAL FACILITY (TCF),3038662471,TRUE,0.005
securus,CO,,9428,CO DOC - TRINIDAD CORRECTIONAL FACILITY (TCF),6092926000,FALSE,0.005
securus,CO,,11590,CO DOC - YOUTHFUL OFFENDER SYSTEM (YOS),6092926000,FALSE,0.005
securus,CO,,11590,CO DOC - YOUTHFUL OFFENDER SYSTEM (YOS),3038662471,TRUE,0.005
securus,CO,,5306,DELTA COUNTY JAIL,3038662471,TRUE,0.21
securus,CO,,5306,DELTA COUNTY JAIL,6092926000,FALSE,0.21
securus,CO,,16012,DENVER COUNTY JAIL,3038662471,TRUE,0.06
securus,CO,,16012,DENVER COUNTY JAIL,6092926000,FALSE,0.06
securus,CO,,16011,DENVER DOWNTOWN DETENTION CENTER,3038662471,TRUE,0.06
securus,CO,,16011,DENVER DOWNTOWN DETENTION CENTER,6092926000,FALSE,0.06
securus,CO,,6713,JEFFERSON COUNTY SHERIFF'S BOOKING,3038662471,TRUE,0.16
securus,CO,,6713,JEFFERSON COUNTY SHERIFF'S BOOKING,6092926000,FALSE,0.16
securus,CO,,5152,JEFFERSON COUNTY SHERIFF'S DETENTION FACILITY,3038662471,TRUE,0.16
securus,CO,,5152,JEFFERSON COUNTY SHERIFF'S DETENTION FACILITY,6092926000,FALSE,0.16
securus,CO,,8177,LINCOLN COUNTY SHERIFF'S OFFICE,6092926000,FALSE,0.21
securus,CO,,8177,LINCOLN COUNTY SHERIFF'S OFFICE,3038662471,TRUE,0.21
securus,CO,,8927,PARK COUNTY DETENTION CENTER,3038662471,TRUE,0.12
securus,CO,,8927,PARK COUNTY DETENTION CENTER,6092926000,FALSE,0.12
securus,CO,,3803,SOUTHERN UTE INDIAN TRIBE,6092926000,FALSE,0.12
securus,CO,,3803,SOUTHERN UTE INDIAN TRIBE,3038662471,TRUE,0.12
securus,CO,,5544,SUMMIT COUNTY JAIL,3038662471,TRUE,0.21
securus,CO,,5544,SUMMIT COUNTY JAIL,6092926000,FALSE,0.21
securus,FL,,19021,BROWARD COUNTY - BROWARD COUNTY MAIN JAIL,8504887146,TRUE,0.06
securus,FL,,19021,BROWARD COUNTY - BROWARD COUNTY MAIN JAIL,3045882000,FALSE,0.06
securus,FL,,19071,BROWARD COUNTY - JOSEPH CONTE DETENTION,3045882000,FALSE,0.06
securus,FL,,19071,BROWARD COUNTY - JOSEPH CONTE DETENTION,8504887146,TRUE,0.06
securus,FL,,19023,BROWARD COUNTY - NORTH BROWARD DETENTION CENTER,8504887146,TRUE,0.06
securus,FL,,19023,BROWARD COUNTY - NORTH BROWARD DETENTION CENTER,3045882000,FALSE,0.06
securus,FL,,19089,BROWARD COUNTY - PAUL REIN DETENTION FACILITY,8504887146,TRUE,0.06
securus,FL,,19089,BROWARD COUNTY - PAUL REIN DETENTION FACILITY,3045882000,FALSE,0.06
securus,FL,,772,CCA LAKE CITY CORRECTIONAL FACILITY,3045882000,FALSE,0.12
securus,FL,,772,CCA LAKE CITY CORRECTIONAL FACILITY,8504887146,TRUE,0.12
securus,FL,,6868,CITRUS COUNTY DETENTION FACILITY,8504887146,TRUE,0.2
securus,FL,,6868,CITRUS COUNTY DETENTION FACILITY,3045882000,FALSE,0.2
securus,FL,,19094,COLUMBIA COUNTY DETENTION FACILITY,3045882000,FALSE,0.09
securus,FL,,19094,COLUMBIA COUNTY DETENTION FACILITY,8504887146,TRUE,0.09
securus,FL,,5333,FLAGLER COUNTY SHERIFF'S OFFICE,8504887146,TRUE,0.09
securus,FL,,5333,FLAGLER COUNTY SHERIFF'S OFFICE,3045882000,FALSE,0.09
securus,FL,,6611,FLORIDA CIVIL COMMITMENT CENTER (FCCC),3045882000,FALSE,0.21
securus,FL,,6611,FLORIDA CIVIL COMMITMENT CENTER (FCCC),8504887146,TRUE,0.21
securus,FL,,19065,HARDEE COUNTY JAIL,8504887146,TRUE,0.21
securus,FL,,19065,HARDEE COUNTY JAIL,3045882000,FALSE,0.21
securus,FL,,8894,JACKSON COUNTY JAIL,3045882000,FALSE,0.21
securus,FL,,8894,JACKSON COUNTY JAIL,8504887146,TRUE,0.21
securus,FL,,4309,LAKE COUNTY DETENTION CENTER,8504887146,TRUE,0.07
securus,FL,,4309,LAKE COUNTY DETENTION CENTER,3045882000,FALSE,0.07
securus,FL,,7596,LEON COUNTY JAIL,3045882000,FALSE,0.16
securus,FL,,7596,LEON COUNTY JAIL,8504887146,TRUE,0.16
securus,FL,,624,MADISON COUNTY JAIL,8504887146,TRUE,0.21
securus,FL,,624,MADISON COUNTY JAIL,3045882000,FALSE,0.21
securus,FL,,19087,MARION COUNTY JAIL,8504887146,TRUE,0.16
securus,FL,,19087,MARION COUNTY JAIL,3045882000,FALSE,0.16
securus,FL,,19029,MIAMI DADE COUNTY BOOT CAMP,3045882000,FALSE,0.019
securus,FL,,19029,MIAMI DADE COUNTY BOOT CAMP,8504887146,TRUE,0.019
securus,FL,,19028,MIAMI DADE COUNTY METRO WEST DETENTION CENTER,8504887146,TRUE,0.019
securus,FL,,19028,MIAMI DADE COUNTY METRO WEST DETENTION CENTER,3045882000,FALSE,0.019
securus,FL,,19030,MIAMI-DADE COUNTY PRETRIAL DETENTION CENTER,8504887146,TRUE,0.019
securus,FL,,19030,MIAMI-DADE COUNTY PRETRIAL DETENTION CENTER,3045882000,FALSE,0.019
securus,FL,,19031,MIAMI-DADE COUNTY TGK CORRECTIONAL CENTER,8504887146,TRUE,0.019
securus,FL,,19031,MIAMI-DADE COUNTY TGK CORRECTIONAL CENTER,3045882000,FALSE,0.019
securus,FL,,19091,PALM BEACH BELLE GLADE DETENTION,8504887146,TRUE,0.16
securus,FL,,19091,PALM BEACH BELLE GLADE DETENTION,3045882000,FALSE,0.16
securus,FL,,19092,PALM BEACH COUNTY MAIN DETENTION,3045882000,FALSE,0.16
securus,FL,,19092,PALM BEACH COUNTY MAIN DETENTION,8504887146,TRUE,0.16
securus,FL,,10010,POLK COUNTY BOOKING - WINTER HAVEN,8504887146,TRUE,0.16
securus,FL,,10010,POLK COUNTY BOOKING - WINTER HAVEN,3045882000,FALSE,0.16
securus,FL,,9185,POLK COUNTY CENTRAL JAIL,3045882000,FALSE,0.16
securus,FL,,9185,POLK COUNTY CENTRAL JAIL,8504887146,TRUE,0.16
securus,FL,,9223,POLK COUNTY SOUTH JAIL,8504887146,TRUE,0.16
securus,FL,,9223,POLK COUNTY SOUTH JAIL,3045882000,FALSE,0.16
securus,FL,,6894,PUTNAM COUNTY JAIL,3045882000,FALSE,0.21
securus,FL,,6894,PUTNAM COUNTY JAIL,8504887146,TRUE,0.21
securus,FL,,7625,SEMINOLE COUNTY JAIL,8504887146,TRUE,0.21
securus,FL,,7625,SEMINOLE COUNTY JAIL,3045882000,FALSE,0.21
securus,FL,,6653,TAYLOR COUNTY JAIL,3045882000,FALSE,0.21
securus,FL,,6653,TAYLOR COUNTY JAIL,8504887146,TRUE,0.21
securus,FL,,9140,WAKULLA COUNTY SHERIFF'S,8504887146,TRUE,0.2
securus,FL,,9140,WAKULLA COUNTY SHERIFF'S,3045882000,FALSE,0.2
securus,GA,,5331,ATHENS CLARKE COUNTY JAIL,5033784582,FALSE,0.07
securus,GA,,5331,ATHENS CLARKE COUNTY JAIL,4046561776,TRUE,0.07
securus,GA,,972,BALDWIN COUNTY JAIL,4046561776,TRUE,0.19
securus,GA,,972,BALDWIN COUNTY JAIL,5033784582,FALSE,0.21
securus,GA,,6417,BIBB COUNTY ANNEX - G WING,5033784582,FALSE,0.21
securus,GA,,6417,BIBB COUNTY ANNEX - G WING,4046561776,TRUE,0.19
securus,GA,,6140,BIBB COUNTY MAIN JAIL,4046561776,TRUE,0.19
securus,GA,,6140,BIBB COUNTY MAIN JAIL,5033784582,FALSE,0.21
securus,GA,,20062,BIBB COUNTY NEW JAIL,5033784582,FALSE,0.21
securus,GA,,20062,BIBB COUNTY NEW JAIL,4046561776,TRUE,0.19
securus,GA,,4366,CARROLL COUNTY JAIL,4046561776,TRUE,0.16
securus,GA,,4366,CARROLL COUNTY JAIL,5033784582,FALSE,0.21
securus,GA,,4741,CATOOSA COUNTY JAIL,5033784582,FALSE,0.09
securus,GA,,4741,CATOOSA COUNTY JAIL,4046561776,TRUE,0.09
securus,GA,,7468,COLUMBIA COUNTY DETENTION CENTER,4046561776,TRUE,0.09
securus,GA,,7468,COLUMBIA COUNTY DETENTION CENTER,5033784582,FALSE,0.09
securus,GA,,80112,DEKALB COUNTY JAIL,4046561776,TRUE,0.06
securus,GA,,80112,DEKALB COUNTY JAIL,5033784582,FALSE,0.06
securus,GA,,5413,FANNIN COUNTY JAIL,4046561776,TRUE,0.19
securus,GA,,5413,FANNIN COUNTY JAIL,5033784582,FALSE,0.21
securus,GA,,4950,FAYETTE COUNTY JAIL,5033784582,FALSE,0.21
securus,GA,,4950,FAYETTE COUNTY JAIL,4046561776,TRUE,0.18
securus,GA,,8982,FORSYTH COUNTY DETENTION CENTER,4046561776,TRUE,0.09
securus,GA,,8982,FORSYTH COUNTY DETENTION CENTER,5033784582,FALSE,0.09
securus,GA,,80002,GA DOC - AL BURRUSS CORRECTIONAL TRAINING CENTER,5033784582,FALSE,0.06
securus,GA,,80002,GA DOC - AL BURRUSS CORRECTIONAL TRAINING CENTER,4046561776,TRUE,0.06
securus,GA,,80011,GA DOC - APPLING INTEGRATED TREATMENT FACILITY,4046561776,TRUE,0.06
securus,GA,,80011,GA DOC - APPLING INTEGRATED TREATMENT FACILITY,5033784582,FALSE,0.06
securus,GA,,80081,GA DOC - ARRENDALE STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80081,GA DOC - ARRENDALE STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80205,GA DOC - ARRENDALE TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80205,GA DOC - ARRENDALE TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80017,GA DOC - ATLANTA TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80017,GA DOC - ATLANTA TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80019,GA DOC - AUGUSTA STATE MEDICAL PRISON,4046561776,TRUE,0.06
securus,GA,,80019,GA DOC - AUGUSTA STATE MEDICAL PRISON,5033784582,FALSE,0.06
securus,GA,,80016,GA DOC - AUGUSTA TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80016,GA DOC - AUGUSTA TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80020,GA DOC - AUTRY STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80020,GA DOC - AUTRY STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80029,GA DOC - BACON PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,80029,GA DOC - BACON PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,80082,GA DOC - BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT CENTER,4046561776,TRUE,0.06
securus,GA,,80082,GA DOC - BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT CENTER,5033784582,FALSE,0.06
securus,GA,,80021,GA DOC - BALDWIN STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80021,GA DOC - BALDWIN STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80046,GA DOC - BLECKLEY PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,80046,GA DOC - BLECKLEY PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,80072,GA DOC - CALHOUN STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80072,GA DOC - CALHOUN STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80051,GA DOC - CENTRAL STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80051,GA DOC - CENTRAL STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80024,GA DOC - CHARLES D HUDSON TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80024,GA DOC - CHARLES D HUDSON TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80071,GA DOC - CLAYTON TRANSITIONAL CENTER I & II,5033784582,FALSE,0.06
securus,GA,,80071,GA DOC - CLAYTON TRANSITIONAL CENTER I & II,4046561776,TRUE,0.06
securus,GA,,80077,GA DOC - COASTAL STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80077,GA DOC - COASTAL STATE PRISON,5033784582,FALSE,0.06
securus,GA,,9517,GA DOC - COFFEE CORRECTIONAL FACILITY,5033784582,FALSE,0.06
securus,GA,,9517,GA DOC - COFFEE CORRECTIONAL FACILITY,4046561776,TRUE,0.06
securus,GA,,80093,GA DOC - COLUMBUS TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80093,GA DOC - COLUMBUS TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80062,GA DOC - COLWELL PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,80062,GA DOC - COLWELL PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,80115,GA DOC - DODGE STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80115,GA DOC - DODGE STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80110,GA DOC - DOOLY STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80110,GA DOC - DOOLY STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80068,GA DOC - EMANUEL PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,80068,GA DOC - EMANUEL PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,11710,GA DOC - EMANUEL UNIT,5033784582,FALSE,0.06
securus,GA,,11710,GA DOC - EMANUEL UNIT,4046561776,TRUE,0.06
securus,GA,,80385,GA DOC - EMANUEL WOMEN'S FACILITY,4046561776,TRUE,0.06
securus,GA,,80385,GA DOC - EMANUEL WOMEN'S FACILITY,5033784582,FALSE,0.06
securus,GA,,80151,GA DOC - GEORGIA DIAGNOSTIC & CLASSIFICATION STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80151,GA DOC - GEORGIA DIAGNOSTIC & CLASSIFICATION STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80152,GA DOC - GEORGIA STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80152,GA DOC - GEORGIA STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80168,GA DOC - HANCOCK STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80168,GA DOC - HANCOCK STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80177,GA DOC - HAYS STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80177,GA DOC - HAYS STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80090,GA DOC - HELMS FACILITY,5033784582,FALSE,0.06
securus,GA,,80090,GA DOC - HELMS FACILITY,4046561776,TRUE,0.06
securus,GA,,9518,GA DOC - JENKINS CORRECTIONAL FACILITY,5033784582,FALSE,0.06
securus,GA,,9518,GA DOC - JENKINS CORRECTIONAL FACILITY,4046561776,TRUE,0.06
securus,GA,,80190,GA DOC - JOHNSON STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80190,GA DOC - JOHNSON STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80235,GA DOC - LEE STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80235,GA DOC - LEE STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80195,GA DOC - LONG UNIT,4046561776,TRUE,0.06
securus,GA,,80195,GA DOC - LONG UNIT,5033784582,FALSE,0.06
securus,GA,,80219,GA DOC - MACON STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80219,GA DOC - MACON STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80238,GA DOC - MACON TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80238,GA DOC - MACON TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80069,GA DOC - MCEVER PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,80069,GA DOC - MCEVER PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,11589,GA DOC - MCRAE WOMEN'S FACILITY,4046561776,TRUE,0.06
securus,GA,,11589,GA DOC - MCRAE WOMEN'S FACILITY,5033784582,FALSE,0.06
securus,GA,,7926,GA DOC - METRO RE-ENTRY FACILITY,5033784582,FALSE,0.06
securus,GA,,7926,GA DOC - METRO RE-ENTRY FACILITY,4046561776,TRUE,0.06
securus,GA,,11627,GA DOC - METRO REINVESTMENT CENTER,4046561776,TRUE,0.06
securus,GA,,11627,GA DOC - METRO REINVESTMENT CENTER,5033784582,FALSE,0.06
securus,GA,,80239,GA DOC - METRO TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80239,GA DOC - METRO TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80237,GA DOC - MONTGOMERY STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80237,GA DOC - MONTGOMERY STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80073,GA DOC - PATTEN PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,80073,GA DOC - PATTEN PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,80076,GA DOC - PAULDING PROBATION DETENTION CENTER,4046561776,TRUE,0.06
securus,GA,,80076,GA DOC - PAULDING PROBATION DETENTION CENTER,5033784582,FALSE,0.06
securus,GA,,80273,GA DOC - PHILLIPS STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80273,GA DOC - PHILLIPS STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80275,GA DOC - PHILLIPS TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80275,GA DOC - PHILLIPS TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80274,GA DOC - PULASKI STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80274,GA DOC - PULASKI STATE PRISON,4046561776,TRUE,0.06
securus,GA,,9519,GA DOC - RIVERBEND CORRECTIONAL FACILITY,4046561776,TRUE,0.06
securus,GA,,9519,GA DOC - RIVERBEND CORRECTIONAL FACILITY,5033784582,FALSE,0.06
securus,GA,,80304,GA DOC - ROGERS STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80304,GA DOC - ROGERS STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80311,GA DOC - RUTLEDGE STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80311,GA DOC - RUTLEDGE STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80278,GA DOC - SMITH STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80278,GA DOC - SMITH STATE PRISON,5033784582,FALSE,0.06
securus,GA,,80313,GA DOC - SMITH TRANSITIONAL CENTER,5033784582,FALSE,0.06
securus,GA,,80313,GA DOC - SMITH TRANSITIONAL CENTER,4046561776,TRUE,0.06
securus,GA,,80347,GA DOC - TELFAIR STATE PRISON,4046561776,TRUE,0.06
securus,GA,,80347,GA DOC - TELFAIR STATE PRISON,5033784582,FALSE,0.06
